{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38260.28', '0.00000000']], 'time': '2021-05-20T03:56:14.921638Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38378.81', '2.16932808']], 'time': '2021-05-20T03:56:39.490715Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38411.62', '0.00000000']], 'time': '2021-05-20T03:56:39.490791Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38280.78', '0.03004673']], 'time': '2021-05-20T03:56:39.493074Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38313.68', '0.59116555']], 'time': '2021-05-20T03:56:39.498799Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38304.03', '0.02400000']], 'time': '2021-05-20T03:56:39.502595Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38386.42', '0.75036017']], 'time': '2021-05-20T03:56:39.502857Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38378.97', '0.41014859']], 'time': '2021-05-20T03:56:39.502857Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38370.80', '0.40854931']], 'time': '2021-05-20T03:56:39.502857Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38492.28', '0.01073157']], 'time': '2021-05-20T03:56:39.507341Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38388.15', '0.05456308']], 'time': '2021-05-20T03:56:39.507450Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38461.54', '0.01000000']], 'time': '2021-05-20T03:56:39.510850Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38253.90', '0.05000000']], 'time': '2021-05-20T03:56:39.510934Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38351.38', '0.00000000']], 'time': '2021-05-20T03:56:39.511578Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38371.80', '0.00000000']], 'time': '2021-05-20T03:56:39.513868Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38253.90', '0.00000000']], 'time': '2021-05-20T03:56:39.516075Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38471.36', '0.00000000']], 'time': '2021-05-20T03:56:39.517455Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38210.71', '0.05550101']], 'time': '2021-05-20T03:56:39.519197Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38370.80', '0.77625889']], 'time': '2021-05-20T03:56:39.519387Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38367.00', '0.35650147']], 'time': '2021-05-20T03:56:39.519387Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38278.24', '0.00000000']], 'time': '2021-05-20T03:56:39.527060Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38293.78', '0.00000000']], 'time': '2021-05-20T03:56:39.527060Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38187.81', '0.00000000']], 'time': '2021-05-20T03:56:39.530382Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38458.23', '0.01000000']], 'time': '2021-05-20T03:56:39.533644Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38241.79', '0.04000000']], 'time': '2021-05-20T03:56:39.533756Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38367.00', '0.49595033']], 'time': '2021-05-20T03:56:39.535609Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38193.46', '0.39385870']], 'time': '2021-05-20T03:56:39.535609Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38344.63', '0.01910151']], 'time': '2021-05-20T03:56:39.535866Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38482.19', '0.77625889']], 'time': '2021-05-20T03:56:39.542881Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38482.19', '0.36770958']], 'time': '2021-05-20T03:56:39.542881Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38482.19', '0.00000000']], 'time': '2021-05-20T03:56:39.542881Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38386.42', '0.39385870']], 'time': '2021-05-20T03:56:39.542881Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38383.26', '0.00000000']], 'time': '2021-05-20T03:56:39.542881Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38264.59', '0.00000000']], 'time': '2021-05-20T03:56:39.542881Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38374.79', '0.03750863']], 'time': '2021-05-20T03:56:39.545506Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38367.00', '0.53351621']], 'time': '2021-05-20T03:56:39.545506Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38241.50', '0.05000000']], 'time': '2021-05-20T03:56:39.549625Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38461.54', '0.00000000']], 'time': '2021-05-20T03:56:39.554414Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38431.24', '0.37953086']], 'time': '2021-05-20T03:56:39.555328Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38458.23', '0.00000000']], 'time': '2021-05-20T03:56:39.558385Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38361.92', '0.00000000']], 'time': '2021-05-20T03:56:39.561660Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38367.00', '0.54441937']], 'time': '2021-05-20T03:56:39.565152Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38207.65', '0.03750863']], 'time': '2021-05-20T03:56:39.565152Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38467.14', '0.02725791']], 'time': '2021-05-20T03:56:39.570694Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38467.14', '0.00000000']], 'time': '2021-05-20T03:56:39.570694Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38286.39', '0.00000000']], 'time': '2021-05-20T03:56:39.570694Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38471.36', '0.01000000']], 'time': '2021-05-20T03:56:39.573152Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38437.52', '0.41177577']], 'time': '2021-05-20T03:56:39.576213Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38343.15', '2.48969908']], 'time': '2021-05-20T03:56:39.579260Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38650.30', '1.00000000']], 'time': '2021-05-20T03:56:39.579406Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38460.87', '0.00000000']], 'time': '2021-05-20T03:56:39.583656Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38446.56', '0.01000000']], 'time': '2021-05-20T03:56:39.585349Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38397.59', '0.03594870']], 'time': '2021-05-20T03:56:39.585369Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '48224.13', '0.00216500']], 'time': '2021-05-20T03:56:39.589950Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38280.78', '0.00000000']], 'time': '2021-05-20T03:56:39.590254Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38450.65', '0.35640798']], 'time': '2021-05-20T03:56:39.590282Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38516.21', '0.01298154']], 'time': '2021-05-20T03:56:39.593582Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38447.81', '0.00000000']], 'time': '2021-05-20T03:56:39.596259Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38408.04', '0.03077979']], 'time': '2021-05-20T03:56:39.601979Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38413.55', '0.31450843']], 'time': '2021-05-20T03:56:39.602500Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38386.42', '0.77338956']], 'time': '2021-05-20T03:56:39.602500Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38431.24', '0.00000000']], 'time': '2021-05-20T03:56:39.608463Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38305.72', '0.41850000']], 'time': '2021-05-20T03:56:39.610103Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38413.55', '0.35253423']], 'time': '2021-05-20T03:56:39.614169Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38430.35', '0.04466184']], 'time': '2021-05-20T03:56:39.618441Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38313.67', '0.00000000']], 'time': '2021-05-20T03:56:39.621580Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38518.83', '0.00000000']], 'time': '2021-05-20T03:56:39.621814Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38351.76', '0.44520000']], 'time': '2021-05-20T03:56:39.623668Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38408.04', '0.06415700']], 'time': '2021-05-20T03:56:39.630283Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38214.46', '0.03337721']], 'time': '2021-05-20T03:56:39.630283Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38272.20', '0.03571265']], 'time': '2021-05-20T03:56:39.630283Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38276.94', '0.01241996']], 'time': '2021-05-20T03:56:39.630283Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38500.44', '0.00000000']], 'time': '2021-05-20T03:56:39.630930Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38320.81', '0.50000000']], 'time': '2021-05-20T03:56:39.636384Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38503.79', '0.01298573']], 'time': '2021-05-20T03:56:39.636476Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38249.25', '0.00000000']], 'time': '2021-05-20T03:56:39.637001Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38254.55', '0.00000000']], 'time': '2021-05-20T03:56:39.637001Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38351.76', '0.00000000']], 'time': '2021-05-20T03:56:39.642113Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38343.17', '0.00000000']], 'time': '2021-05-20T03:56:39.649732Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38366.95', '2.54300000']], 'time': '2021-05-20T03:56:39.651103Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38344.10', '0.00000000']], 'time': '2021-05-20T03:56:39.654761Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38419.25', '0.03754008']], 'time': '2021-05-20T03:56:39.655376Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38450.65', '0.00000000']], 'time': '2021-05-20T03:56:39.656517Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38437.52', '0.00000000']], 'time': '2021-05-20T03:56:39.656517Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38343.58', '0.00000000']], 'time': '2021-05-20T03:56:39.658047Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38367.92', '0.00000000']], 'time': '2021-05-20T03:56:39.665951Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38301.04', '0.00000000']], 'time': '2021-05-20T03:56:39.669900Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38232.21', '0.43023469']], 'time': '2021-05-20T03:56:39.670231Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38243.76', '0.00000000']], 'time': '2021-05-20T03:56:39.670231Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38516.21', '0.00000000']], 'time': '2021-05-20T03:56:39.678403Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38446.56', '0.00000000']], 'time': '2021-05-20T03:56:39.684301Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38590.24', '0.01000000']], 'time': '2021-05-20T03:56:39.691450Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38210.71', '0.02832245']], 'time': '2021-05-20T03:56:39.697280Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38214.46', '0.00000000']], 'time': '2021-05-20T03:56:39.697280Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38226.15', '0.00000000']], 'time': '2021-05-20T03:56:39.697280Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38232.21', '0.40225969']], 'time': '2021-05-20T03:56:39.697280Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38169.73', '0.00000000']], 'time': '2021-05-20T03:56:39.707713Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38461.54', '0.01000000']], 'time': '2021-05-20T03:56:39.708088Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38471.36', '0.00000000']], 'time': '2021-05-20T03:56:39.711659Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38305.72', '0.00000000']], 'time': '2021-05-20T03:56:39.713530Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38461.54', '0.00000000']], 'time': '2021-05-20T03:56:39.718847Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38430.35', '0.00000000']], 'time': '2021-05-20T03:56:39.719034Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38207.65', '0.00000000']], 'time': '2021-05-20T03:56:39.720901Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38210.71', '0.00000000']], 'time': '2021-05-20T03:56:39.720901Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38151.93', '0.01310549']], 'time': '2021-05-20T03:56:39.720970Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38470.94', '0.00000000']], 'time': '2021-05-20T03:56:39.723588Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38492.99', '0.01000000']], 'time': '2021-05-20T03:56:39.725119Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38301.78', '0.41310000']], 'time': '2021-05-20T03:56:39.725250Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38151.93', '0.00000000']], 'time': '2021-05-20T03:56:39.729890Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38301.78', '0.00000000']], 'time': '2021-05-20T03:56:39.731891Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38419.82', '0.05446238']], 'time': '2021-05-20T03:56:39.731953Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38499.63', '0.29907835']], 'time': '2021-05-20T03:56:39.737618Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38407.84', '0.02723119']], 'time': '2021-05-20T03:56:39.739754Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38458.38', '0.03588750']], 'time': '2021-05-20T03:56:39.739814Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38357.60', '0.42740000']], 'time': '2021-05-20T03:56:39.744053Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38446.56', '0.01000000']], 'time': '2021-05-20T03:56:39.744211Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38307.01', '1.36800000']], 'time': '2021-05-20T03:56:39.744228Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38333.87', '0.00000000']], 'time': '2021-05-20T03:56:39.744793Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38169.73', '0.01309938']], 'time': '2021-05-20T03:56:39.745044Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38412.90', '0.04468212']], 'time': '2021-05-20T03:56:39.747575Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38361.89', '0.00000000']], 'time': '2021-05-20T03:56:39.751112Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '48231.03', '0.00216500']], 'time': '2021-05-20T03:56:39.756796Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38329.40', '0.00522872']], 'time': '2021-05-20T03:56:39.761028Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38342.60', '0.07460000']], 'time': '2021-05-20T03:56:39.761039Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38329.16', '0.04605203']], 'time': '2021-05-20T03:56:39.761116Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38357.59', '0.05000000']], 'time': '2021-05-20T03:56:39.761142Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38378.80', '0.09806037']], 'time': '2021-05-20T03:56:39.761166Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38343.14', '1.06217853']], 'time': '2021-05-20T03:56:39.761244Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38405.84', '0.02603771']], 'time': '2021-05-20T03:56:39.764539Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38431.24', '0.03478714']], 'time': '2021-05-20T03:56:39.770390Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38272.20', '0.07049979']], 'time': '2021-05-20T03:56:39.770390Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38357.60', '0.00000000']], 'time': '2021-05-20T03:56:39.772543Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38342.72', '0.01492000']], 'time': '2021-05-20T03:56:39.773572Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38342.59', '1.38083209']], 'time': '2021-05-20T03:56:39.777253Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38413.55', '0.67726697']], 'time': '2021-05-20T03:56:39.777314Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38342.72', '0.00000000']], 'time': '2021-05-20T03:56:39.778249Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38342.60', '0.00000000']], 'time': '2021-05-20T03:56:39.784444Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38437.52', '0.02989565']], 'time': '2021-05-20T03:56:39.795389Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38266.12', '0.02989565']], 'time': '2021-05-20T03:56:39.795389Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38330.88', '0.00000000']], 'time': '2021-05-20T03:56:39.811058Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38329.40', '0.00000000']], 'time': '2021-05-20T03:56:39.811058Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38329.16', '0.00000000']], 'time': '2021-05-20T03:56:39.811058Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38328.78', '0.00000000']], 'time': '2021-05-20T03:56:39.811058Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38326.24', '0.00000000']], 'time': '2021-05-20T03:56:39.811058Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38323.52', '0.00000000']], 'time': '2021-05-20T03:56:39.811058Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38320.81', '0.47269031']], 'time': '2021-05-20T03:56:39.811058Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38367.00', '0.53351621']], 'time': '2021-05-20T03:56:39.811613Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38457.55', '0.00000000']], 'time': '2021-05-20T03:56:39.813266Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38342.33', '0.07460000']], 'time': '2021-05-20T03:56:39.814530Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38320.81', '0.00000000']], 'time': '2021-05-20T03:56:39.819717Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38342.06', '0.01492000']], 'time': '2021-05-20T03:56:39.821580Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38313.65', '0.00000000']], 'time': '2021-05-20T03:56:39.823147Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38419.25', '0.43725122']], 'time': '2021-05-20T03:56:39.823865Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38302.73', '0.43790000']], 'time': '2021-05-20T03:56:39.827753Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38342.58', '0.65000000']], 'time': '2021-05-20T03:56:39.827776Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38492.99', '0.00000000']], 'time': '2021-05-20T03:56:39.832343Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38381.81', '0.01364037']], 'time': '2021-05-20T03:56:39.833203Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38350.87', '0.04965112']], 'time': '2021-05-20T03:56:39.833439Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38342.33', '0.00000000']], 'time': '2021-05-20T03:56:39.834944Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38446.56', '0.00000000']], 'time': '2021-05-20T03:56:39.836392Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38320.81', '0.50000000']], 'time': '2021-05-20T03:56:39.838940Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38443.99', '0.03521629']], 'time': '2021-05-20T03:56:39.842798Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38260.07', '0.03521629']], 'time': '2021-05-20T03:56:39.842798Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38321.47', '0.01492000']], 'time': '2021-05-20T03:56:39.842835Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38321.09', '0.07460000']], 'time': '2021-05-20T03:56:39.842849Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38152.95', '0.05003039']], 'time': '2021-05-20T03:56:39.842931Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38485.43', '0.01000000']], 'time': '2021-05-20T03:56:39.843301Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38473.98', '0.00000000']], 'time': '2021-05-20T03:56:39.844598Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38499.63', '0.00000000']], 'time': '2021-05-20T03:56:39.846777Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38479.85', '0.01000000']], 'time': '2021-05-20T03:56:39.847262Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38321.09', '0.00000000']], 'time': '2021-05-20T03:56:39.848706Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38341.65', '0.07460000']], 'time': '2021-05-20T03:56:39.851235Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38342.06', '0.00000000']], 'time': '2021-05-20T03:56:39.858160Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38462.23', '0.01299976']], 'time': '2021-05-20T03:56:39.860426Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38461.54', '0.01000000']], 'time': '2021-05-20T03:56:39.860849Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38450.00', '1.78518201']], 'time': '2021-05-20T03:56:39.860988Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38359.12', '0.42360000']], 'time': '2021-05-20T03:56:39.862427Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38306.92', '0.52188811']], 'time': '2021-05-20T03:56:39.862553Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38344.63', '0.00000000']], 'time': '2021-05-20T03:56:39.869581Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38177.35', '0.11720000']], 'time': '2021-05-20T03:56:39.870087Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38322.10', '0.07460000']], 'time': '2021-05-20T03:56:39.870165Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38348.52', '0.00000000']], 'time': '2021-05-20T03:56:39.870332Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '35000.00', '210.00187809']], 'time': '2021-05-20T03:56:39.870496Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38357.59', '0.00000000']], 'time': '2021-05-20T03:56:39.872320Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38333.06', '0.52196406']], 'time': '2021-05-20T03:56:39.875259Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38341.60', '0.59300000']], 'time': '2021-05-20T03:56:39.875898Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38335.17', '0.04922896']], 'time': '2021-05-20T03:56:39.876015Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38436.29', '0.03812205']], 'time': '2021-05-20T03:56:39.876109Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38479.85', '0.00000000']], 'time': '2021-05-20T03:56:39.878288Z'}
